Unique_ID,Taxa,Ecosystem,x_gm,y_gm,Reference,Group,Lat,Lon,Year,Plot_name,Notes
963,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,1299,944,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.32,99.57,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 110. Index from Michaletz 2014: 1079
964,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,1094,1008,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.8,100.2,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 68. Index from Michaletz 2014: 1093
965,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,600,1038,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.77,104.13,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 23. Index from Michaletz 2014: 1110
966,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,1136,1069,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,25.87,99.62,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 63. Index from Michaletz 2014: 1082
967,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,1078,1149,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,25.72,99.5,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 1077
968,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,765,1199,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.8,99.68,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 25. Index from Michaletz 2014: 1083
969,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,1227,1215,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.1,100.65,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 48. Index from Michaletz 2014: 1099
970,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,2271,1501,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.1,100.59,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 140. Index from Michaletz 2014: 1097
971,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,970,678,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.3,99.32,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 120. Index from Michaletz 2014: 1071
972,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,621,1174,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.45,100.48,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 20. Index from Michaletz 2014: 1095
973,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,679,1285,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.32,100.72,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 20. Index from Michaletz 2014: 1102
974,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,701,441,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.82,100.6,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 150. Index from Michaletz 2014: 1098
975,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,635,452,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.67,100.66,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 100. Index from Michaletz 2014: 1100
976,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,838,529,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.75,100.54,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 150. Index from Michaletz 2014: 1096
977,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,724,635,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.9,101.2,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 93. Index from Michaletz 2014: 1106
978,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,633,696,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.32,99.44,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 45. Index from Michaletz 2014: 1076
979,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,603,741,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.95,99.75,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 35. Index from Michaletz 2014: 1089
980,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,678,829,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.82,99.32,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 35. Index from Michaletz 2014: 1072
981,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,924,925,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.17,99.5,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 1078
982,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,826,1135,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.23,99.44,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 1075
983,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,624,1202,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,28.6,97.4,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 76. Index from Michaletz 2014: 1069
984,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,642,1432,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,28,102.5,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 23. Index from Michaletz 2014: 1109
985,Needleleaf,Subtropical montane Pinus yunnanensis and P. khasya forest,646,1143,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.7,99.7,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 22. Index from Michaletz 2014: 1085
986,Needleleaf,Subtropical Pinus massoniana forest,475,969,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,28,106.6,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 26. Index from Michaletz 2014: 1146
987,Needleleaf,Subtropical Pinus massoniana forest,826,1041,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,25.9,110.1,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 101. Index from Michaletz 2014: 1119
988,Needleleaf,Subtropical Pinus massoniana forest,692,1049,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,28.25,108.12,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 1128
989,Needleleaf,Subtropical Pinus massoniana forest,642,1059,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.7,107.61,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 28. Index from Michaletz 2014: 1127
990,Needleleaf,Subtropical Pinus massoniana forest,470,1141,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,21.92,107.65,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 16. Index from Michaletz 2014: 1142
991,Needleleaf,Subtropical Pinus massoniana forest,763,1155,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26,110.6,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 1136
992,Needleleaf,Subtropical Pinus massoniana forest,577,1166,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.88,107.83,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 23. Index from Michaletz 2014: 1145
993,Needleleaf,Subtropical Pinus massoniana forest,751,1196,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,24.23,111.77,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 28. Index from Michaletz 2014: 1115
994,Needleleaf,Subtropical Pinus massoniana forest,753,1223,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,25.8,110.6,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 28. Index from Michaletz 2014: 1118
995,Needleleaf,Subtropical Pinus massoniana forest,815,1241,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,28.3,114.7,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 52. Index from Michaletz 2014: 1141
996,Needleleaf,Subtropical Pinus massoniana forest,766,1264,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,28.47,106.97,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 28. Index from Michaletz 2014: 1130
997,Needleleaf,Subtropical Pinus massoniana forest,636,1341,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.52,108.59,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 36. Index from Michaletz 2014: 1121
998,Needleleaf,Subtropical Pinus massoniana forest,773,1363,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.23,106.65,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 46. Index from Michaletz 2014: 1120
999,Needleleaf,Subtropical Pinus massoniana forest,682,1372,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,25.7,116.9,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 53. Index from Michaletz 2014: 1117
1000,Needleleaf,Subtropical Pinus massoniana forest,606,1385,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.63,109.35,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 21. Index from Michaletz 2014: 1122
1001,Needleleaf,Subtropical Pinus massoniana forest,902,1821,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,25.7,113.3,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 19. Index from Michaletz 2014: 1134
1002,Needleleaf,Subtropical Pinus massoniana forest,1078,1854,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,25.8,117.2,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 25. Index from Michaletz 2014: 1135
1003,Needleleaf,Subtropical Pinus massoniana forest,903,1964,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.83,109.75,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 20. Index from Michaletz 2014: 1123
1004,Needleleaf,Subtropical Pinus massoniana forest,1044,2002,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,28.3,111.1,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 21. Index from Michaletz 2014: 1129
1005,Needleleaf,Subtropical Pinus massoniana forest,1021,2014,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,25.3,111.3,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 54. Index from Michaletz 2014: 1116
1006,Needleleaf,Subtropical Pinus massoniana forest,1184,2033,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.5,110.1,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 54. Index from Michaletz 2014: 1138
1007,Needleleaf,Subtropical Pinus massoniana forest,717,2038,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,28.5,120,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 18. Index from Michaletz 2014: 1148
1008,Needleleaf,Subtropical Pinus massoniana forest,1320,2117,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.7,109.6,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 28. Index from Michaletz 2014: 1139
1009,Needleleaf,Subtropical Pinus massoniana forest,1318,2287,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.9,109.9,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 25. Index from Michaletz 2014: 1124
1010,Needleleaf,Subtropical Pinus massoniana forest,1514,2299,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,25.7,110,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 1133
1011,Needleleaf,Subtropical Pinus massoniana forest,1279,2304,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.8,109.9,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 52. Index from Michaletz 2014: 1140
1012,Needleleaf,Subtropical Pinus massoniana forest,484,946,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,28.03,108.11,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 27. Index from Michaletz 2014: 1147
1013,Needleleaf,Subtropical Pinus massoniana forest,643,1084,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.03,109.13,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 1125
1014,Needleleaf,Subtropical Pinus massoniana forest,630,1123,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.33,108,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 25. Index from Michaletz 2014: 1144
1015,Needleleaf,Subtropical Pinus massoniana forest,601,1246,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26.27,108.24,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 21. Index from Michaletz 2014: 1143
1016,Needleleaf,Subtropical Pinus massoniana forest,1007,1484,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,27.62,109.58,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 1126
1017,Needleleaf,Subtropical Pinus massoniana forest,1028,1604,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,26,110.4,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 1137
1018,Needleleaf,Subtropical Pinus massoniana forest,774,1498,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,31.6,114.8,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 1131
1019,Needleleaf,Subtropical Pinus massoniana forest,1235,1755,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,21.75,108.4,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 39. Index from Michaletz 2014: 1132
1020,Needleleaf,Temperate evergreen needle leaf forest,544,1218,"Michaletz et al. 2014: Olson et al. (2001),  after Vogt (1987)",Forest Needleleaf,47.17,-121.83,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 40. Index from Michaletz 2014: 1215
1021,Needleleaf,Temperate evergreen needle leaf forest,435,1428,"Michaletz et al. 2014: Olson et al. (2001),  after Vogt (1987)",Forest Needleleaf,47.17,-121.83,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 40. Index from Michaletz 2014: 1214
1022,Needleleaf,Temperate evergreen needle leaf forest,413,1719,"Michaletz et al. 2014: Olson et al. (2001),  after Vogt (1987)",Forest Needleleaf,47.17,-121.83,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 70. Index from Michaletz 2014: 1216
1023,Needleleaf,Temperate evergreen needle leaf forest,524,1905,"Michaletz et al. 2014: Olson et al. (2001),  after Vogt (1987)",Forest Needleleaf,47.17,-121.83,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 70. Index from Michaletz 2014: 1217
1024,Needleleaf,Temperate evergreen needle leaf forest,343,1936,"Michaletz et al. 2014: Olson et al. (2001),  after Vogt (1987)",Forest Needleleaf,47.17,-121.83,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 10. Index from Michaletz 2014: 1213
1025,Needleleaf,Temperate evergreen needle leaf forest,1140,1100,"Michaletz et al. 2014: Olson et al. (2001),  after Miyamoto et al. (1980)",Forest Needleleaf,33.17,133.17,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 1210
1026,Needleleaf,Temperate evergreen needle leaf forest,1210,1130,"Michaletz et al. 2014: Olson et al. (2001),  after Miyamoto et al. (1980)",Forest Needleleaf,33.17,133.17,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 48. Index from Michaletz 2014: 1207
1027,Needleleaf,Temperate evergreen needle leaf forest,1280,1380,"Michaletz et al. 2014: Olson et al. (2001),  after Miyamoto et al. (1980)",Forest Needleleaf,33.17,133.17,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 1208
1028,Needleleaf,Temperate evergreen needle leaf forest,1330,1440,"Michaletz et al. 2014: Olson et al. (2001),  after Miyamoto et al. (1980)",Forest Needleleaf,33.17,133.17,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 48. Index from Michaletz 2014: 1209
1029,Needleleaf,Temperate Pinus tabulaeformis forest,513,938,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,32.6,118,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 18. Index from Michaletz 2014: 324
1030,Needleleaf,Temperate Pinus tabulaeformis forest,363,526,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.4,117.2,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 23. Index from Michaletz 2014: 343
1031,Needleleaf,Temperate Pinus tabulaeformis forest,308,533,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37,120,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 15. Index from Michaletz 2014: 393
1032,Needleleaf,Temperate Pinus tabulaeformis forest,363,710,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.7,121.1,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 15. Index from Michaletz 2014: 371
1033,Needleleaf,Temperate Pinus tabulaeformis forest,639,887,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.2,121.7,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 24. Index from Michaletz 2014: 399
1034,Needleleaf,Temperate Pinus tabulaeformis forest,1116,1147,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,33.33,108.5,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60. Index from Michaletz 2014: 326
1035,Needleleaf,Temperate Pinus tabulaeformis forest,262,202,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.48,112.45,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 352
1036,Needleleaf,Temperate Pinus tabulaeformis forest,188,211,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,35.77,112.28,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 28. Index from Michaletz 2014: 335
1037,Needleleaf,Temperate Pinus tabulaeformis forest,248,225,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.63,112.34,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 41. Index from Michaletz 2014: 366
1038,Needleleaf,Temperate Pinus tabulaeformis forest,260,226,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.72,113.59,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 47. Index from Michaletz 2014: 439
1039,Needleleaf,Temperate Pinus tabulaeformis forest,301,227,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.92,112.3,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 57. Index from Michaletz 2014: 384
1040,Needleleaf,Temperate Pinus tabulaeformis forest,258,229,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36,112.4,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 46. Index from Michaletz 2014: 338
1041,Needleleaf,Temperate Pinus tabulaeformis forest,314,248,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.32,112.16,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 53. Index from Michaletz 2014: 342
1042,Needleleaf,Temperate Pinus tabulaeformis forest,298,255,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.55,112.41,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 46. Index from Michaletz 2014: 359
1043,Needleleaf,Temperate Pinus tabulaeformis forest,304,261,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.58,112.1,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 361
1044,Needleleaf,Temperate Pinus tabulaeformis forest,336,266,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.48,112.43,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 351
1045,Needleleaf,Temperate Pinus tabulaeformis forest,320,277,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.02,112.33,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 46. Index from Michaletz 2014: 394
1046,Needleleaf,Temperate Pinus tabulaeformis forest,279,286,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,35.75,112.17,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 35. Index from Michaletz 2014: 334
1047,Needleleaf,Temperate Pinus tabulaeformis forest,299,295,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,35.43,112.12,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 36. Index from Michaletz 2014: 329
1048,Needleleaf,Temperate Pinus tabulaeformis forest,397,301,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.92,111.98,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 58. Index from Michaletz 2014: 456
1049,Needleleaf,Temperate Pinus tabulaeformis forest,362,303,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.7,111.7,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 51. Index from Michaletz 2014: 436
1050,Needleleaf,Temperate Pinus tabulaeformis forest,415,308,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.47,113.35,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 65. Index from Michaletz 2014: 413
1051,Needleleaf,Temperate Pinus tabulaeformis forest,343,320,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.4,113.48,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 42. Index from Michaletz 2014: 408
1052,Needleleaf,Temperate Pinus tabulaeformis forest,368,325,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.52,112.18,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 45. Index from Michaletz 2014: 355
1053,Needleleaf,Temperate Pinus tabulaeformis forest,419,329,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.8,111.98,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 452
1054,Needleleaf,Temperate Pinus tabulaeformis forest,313,331,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.53,112.43,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 36. Index from Michaletz 2014: 358
1055,Needleleaf,Temperate Pinus tabulaeformis forest,390,332,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.17,112.29,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 47. Index from Michaletz 2014: 340
1056,Needleleaf,Temperate Pinus tabulaeformis forest,413,332,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.6,112.07,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 59. Index from Michaletz 2014: 362
1057,Needleleaf,Temperate Pinus tabulaeformis forest,406,333,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.8,111.7,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 451
1058,Needleleaf,Temperate Pinus tabulaeformis forest,425,342,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.08,111.07,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 339
1059,Needleleaf,Temperate Pinus tabulaeformis forest,305,344,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.52,112.54,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 30. Index from Michaletz 2014: 356
1060,Needleleaf,Temperate Pinus tabulaeformis forest,371,347,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.02,112.37,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 41. Index from Michaletz 2014: 395
1061,Needleleaf,Temperate Pinus tabulaeformis forest,299,348,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,38.02,112.98,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 27. Index from Michaletz 2014: 457
